rankingNum,universidadName,presenciaPosicion,impactoPosicion,aperturaPosicion,excelenciaPosicion
3470,Manisa Celal Bayar University,7655,7495,1852,1852
3470,Università degli studi di Roma Foro Italico (Istituto Universitario di Scienze Motorie),9759,9900,2406,2406
3472,University of Zabol,5483,12158,2447,2447
3472,Xinxiang University / 新乡学院,5833,3419,3297,3297
3472,Spelman College,7895,1023,5518,5518
3475,Islamic University of Al Madinah,5912,5254,4064,4064
3476,Landmark University,5529,8813,3460,3460
3476,Rajshahi University,7292,4948,2599,2599
3478,College of Nursing and Allied Health Sciences,6728,6499,4331,4331
3478,Universidad Pontificia de Salamanca,3208,4414,4748,4748
3480,Uskudar University / Üsküdar Üniversitesi,5142,7306,3937,3937
3480,Scottish Rural College (Scottish Agricultural College),3319,4169,5096,5096
3480,Hanoi University of Mining and Geology / Trường Đại học Mỏ Địa chất,4172,7095,3547,3547
3483,Tokyo Gakugei University / 東京学芸大学,2633,2583,3852,3852
3484,University of Prešov / Prešovská univerzita v Prešove,1692,4518,2995,2995
3484,Université de Jijel,2365,12560,2508,2508
3486,Maltepe University,3715,5331,4565,4565
3486,Institut des Hautes Études scientifiques IHES (comUE Université Paris Saclay),8731,4356,2800,2800
3488,Hochschule Karlsruhe,4435,3556,3322,3322
3489,Hazara University,15332,12274,2266,2266
3490,Information Technology University Lahore,9791,6978,3438,3438
3490,Kohat University of Science & Technology,11869,10328,2724,2724
3490,Universidade Luterana do Brasil ULBRA,2906,4394,2995,2995
3490,Changchun University of Chinese Medicine / 长春中医药大学,7824,3448,3276,3276
3494,Universitas Negeri Surabaya,905,2851,3898,3898
3494,Hung Kuang University / 弘光科技大學,1258,5731,2628,2628
3494,Indian Institute of Management Ahmedabad,2287,4404,3036,3036
3494,Istanbul Kültür University,2874,4551,4628,4628
3498,UCSI University,6142,6053,2296,2296
3499,Universidade Federal do Oeste do Para,2981,3779,3297,3297
3499,Kristianstad University College / Högskolan Kristianstad,3175,4657,4471,4471
3499,(1) Jiamusi University / 佳木斯大学,16324,3341,3124,3124
3499,Vermont Law School,7069,1753,4242,4242
3503,Universidade do Oeste Paulista UNOESTE,3134,6790,4242,4242
3503,Hochschule Fulda,4262,2427,4471,4471
3503,Indiana University Southeast,5927,2731,4748,4748
3503,Mindanao State University Iligan Institute of Technology,8264,8095,3414,3414
3507,Universidad Santiago de Cali,3658,5377,4331,4331
3507,Kanazawa Institute of Technology / 金沢工業大学,4244,3663,3898,3898
3509,Air Force Engineering University / 空军工程大学,16289,8933,1458,1458
3509,Central University of Technology,7390,7749,3438,3438
3511,(1) Baoji University of Arts and Sciences / 宝鸡文理学院,9198,4287,2853,2853
3511,Tatung University / 大同大學,2261,4497,3019,3019
3511,Valiasr University of Rafsanjan,5437,10172,2995,2995
3514,Qom University,3799,8211,1871,1871
3515,Hogeschool Gent,5369,4206,3019,3019
3516,Shahed University,1817,7286,2210,2210
3516,Université Chouaib Eddoukali,9457,10373,2765,2765
3518,Universidad Externado de Colombia,1652,3304,5201,5201
3518,Universidade Federal da Fronteira Sul UFFS,1386,7812,4158,4158
3518,Latvia University of Agriculture / Latvijas Lauksaimniecības universitāte,2036,4913,4199,4199
3518,Universidade Regional do Cariri URCA,6102,5838,3688,3688
3522,Universidad de Ciencias Aplicadas y Ambientales,4863,5173,4331,4331
3522,Korea University of Technology and Education KoreaTech / 한국기술교육대학교,2287,9582,3103,3103
3524,(1) Jamia Hamdard,15892,7409,1811,1811
3524,Universidade Estadual de Montes Claros UNIMONTES,3328,3637,3383,3383
3524,Fisk University,9833,3492,3244,3244
3527,University of Ilorin,5008,5890,2439,2439
3528,(3) Institute for Materials and Energy Sharif University of Technology,7323,14213,2005,2005
3529,University Valachia Targoviste,7512,7675,3688,3688
3529,Universidade Guarulhos UNG,4172,7910,3342,3342
3531,University of the Incarnate Word,7928,2531,3789,3789
3532,Shanghai Lixin University of Commerce / 上海立信会计学院,6776,3031,3575,3575
3533,George Fox University,2686,1345,4676,4676
3534,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,14285,7937,3342,3342
3534,Sun Moon University / 선문대학교,3648,6249,2800,2800
3536,Tinbergen Institute,7716,5811,2406,2406
3536,Tokushima Bunri University / 徳島文理大学,4050,7218,3276,3276
3538,DIT University,7752,7780,3438,3438
3538,Semnan University of Medical Sciences,2566,12213,2779,2779
3540,Damietta University,1842,13690,2657,2657
3540,University of Malawi,6673,9005,1677,1677
3542,Zaporizhzhya National University / Запорізький національний університет,1364,3176,5280,5280
3543,University of Malakand,11328,12525,2338,2338
3544,Université 08 Mai 1945 Guelma,2242,11451,3073,3073
3545,Salisbury University,4008,9448,3297,3297
3546,Hochschule Flensburg,9596,4810,2733,2733
3547,KTO Karatay University,7098,9878,2657,2657
3547,Beloit College,6505,928,4942,4942
3547,CUNY New York City College of Technology,1842,11657,3019,3019
3550,Chongqing University of Science & Technology / 重庆科技学院,6120,4799,2829,2829
3550,Golestan University,8421,11117,2753,2753
3552,Université du Québec Abitibi-Temiscamingue,4849,5168,2742,2742
3552,Centro Universitário de Maringá CESUMAR,2881,2882,5013,5013
3554,Université Catholique de Lille / Fédération universitaire et polytechnique de Lille,6415,4609,3688,3688
3554,Madurai Kamaraj University,9654,8303,1786,1786
3556,Jining University / 济宁学院,16765,3895,2978,2978
3556,Universidad Peruana Cayetano Heredia,6158,9848,1529,1529
3558,Longyan University / 龙岩学院,7005,3038,3628,3628
3558,Qinghai Nationalities University / 青海民族大学,5616,2389,4011,4011
3560,Trakia University Stara Zagora / Тракийски Университет,4235,6769,4011,4011
3560,Institute of Space Technology,11015,9203,3073,3073
3562,Khulna University of Engineering & Technology,6801,8186,3688,3688
3562,Lawrence University,3361,1261,5518,5518
3562,Tarim University / 塔里木大学,10238,2877,3628,3628
3565,Universidad de Cartagena,3551,6047,2546,2546
3566,Vyatka State University / Вятский государственный университет,2640,7188,2995,2995
3567,Devi Ahilya Vishwavidyalaya Indore,8559,6502,3092,3092
3567,Gulf University for Science & Technology,3608,8174,3898,3898
3569,Froedtert Medical College,7159,3891,3244,3244
3569,Instituto Nacional de Telecomunicaçoes INATEL,7183,7002,3055,3055
3571,Hochschule Aalen,4008,4956,3547,3547
3571,Saint Petersburg Academic University (Academic University) / Санкт-Петербургский Академический университет (Академический университет),9550,8199,2863,2863
3573,University of San Carlos,8446,7210,3438,3438
3574,Islamic Azad University Khomeinishahr,4781,12706,2260,2260
3574,Centro Universitário da Fundação Educacional Inaciana,5791,7380,4158,4158
3576,Université Gustave Eiffel,11562,12621,984,984
3576,Rajshahi University of Engineering and Technology,15138,10485,2687,2687
3578,Shanghai Dianji University / 上海电机学院,7267,3201,3599,3599
3578,Assumption University of Thailand,2252,1832,5280,5280
3578,Damascus University,869,8474,3753,3753
3578,Huizhou University / 惠州学院,5687,2463,4011,4011
3578,Khulna University,13928,9481,3055,3055
3583,Rennes School of Business,13272,9170,2951,2951
3584,Siberian State Aerospace University / Сибирский государственный аэрокосмический университет им М.Ф Решетнёва,3699,5216,3975,3975
3584,Shri Mata Vaishno Devi University,8399,10244,3092,3092
3586,North China University of Science & Technology / 华北理工大学,7239,5084,2765,2765
3587,Kabardino Balkarian State University / Кабардино-Балкарский государственный университет,4645,4143,5013,5013
3588,(1) Turku University of Applied Sciences / Turun Ammattikorkeakoulu,3732,4334,3975,3975
3589,Yuri Gagarin State Technical University of Saratov / Саратовский государственный технический университет Гагарина Ю А,1836,5018,3019,3019
3589,(3) Zhejiang University City College / 浙江大学城市学院,9021,4039,3166,3166
3589,Universidad de Palermo Argentina,892,2502,4284,4284
3589,Binzhou University / 滨州学院,4212,4317,3183,3183
3593,Poznań University of Life Sciences / Uniwersytet Przyrodniczy w Poznaniu,6158,9988,1566,1566
3593,Ramkhamhaeng University,1012,2100,4471,4471
3595,Chia Nan University of Pharmacy & Science,1912,7760,2238,2238
3596,Universitas Negeri Makassar,1478,5834,2779,2779
3596,Huanghe Science & Technology College / 黄河科技学院,5483,2845,3852,3852
3598,National Taitung University,1926,3557,3688,3688
3599,University of Jos,2232,7600,4064,4064
3599,Ternopil National Medical University / Тернопiльський Національний Медичний Університет,1626,4924,4942,4942
3599,Saint Petersburg State Technological Institute (Technical University) / Санкт-Петербургского Государственного Технологического института (Технического университета),5466,3205,3688,3688
3602,Lagos State University,9861,8664,3575,3575
3603,Zabol University of Medical Sciences,6907,12409,2406,2406
3604,International University of Sarajevo,1120,6976,4064,4064
3605,M S Ramaiah Institute of Technology,24670,9730,2951,2951
3605,Punjabi University,11527,7274,2079,2079
3607,Moscow State University of Psychology and Education / Московский городской психолого-педагогический университет,2906,5098,4676,4676
3607,Albion College,5103,1038,5518,5518
3609,Nizhny Novgorod State Technical University / Нижегородский государственный технический университет Р Е Алексеева,5633,7349,3481,3481
3610,Zhaoqing University / 肇庆学院,6120,2868,3852,3852
3611,Huainan Normal University / 淮南师范学院,6801,2833,3852,3852
3611,Kyungnam University / 경남대학교,2870,6314,3244,3244
3613,Harbin University of Commerce / 哈尔滨商业大学,8605,3904,3297,3297
3613,Università degli Studi di Napoli L'Orientale (Istituto Universitario Orientale di Napoli),2803,3780,4808,4808
3613,Universidade Católica de Pernambuco,3050,5081,4415,4415
3616,American University of Ras al Khaimah AURAK,9526,8616,3517,3517
3617,University of Calicut,1073,6209,2742,2742
3618,Shahrood Medical Science University,4690,11632,2883,2883
3619,Shanxi University of Finance & Economics / 山西财经大学,16023,2105,4064,4064
3619,Grand Canyon University,4030,420,6626,6626
3621,Hexi University / 河西学院,5833,2870,3898,3898
3621,Jagadguru Sri Shivarathreeshwara University,8310,10566,3322,3322
3621,Wittenberg University,8087,1795,4676,4676
3621,Chengdu Medical College / 成都医学院,8399,4182,3183,3183
3625,Bangabandhu Sheikh Mujibur Rahman Agricultural University,8887,9995,3244,3244
3626,Beijing Institute of Fashion Technology / 北京服装学院,5123,2453,4158,4158
3626,Universidade FEEVALE,4116,6284,4331,4331
3626,University of St Cyril and Methodius of Trnava / Univerzita sv Cyrila a Metoda,4074,8550,3124,3124
3629,University of South Carolina Upstate,6744,3871,4565,4565
3630,Escuela Superior Politécnica del Litoral,60,7925,2526,2526
3630,Francis Marion University,7674,2140,4871,4871
3632,National University of Kyiv Mohyla Academy / Національний університет Києво Могилянська академія,1894,3765,5379,5379
3633,Heilongjiang University of Chinese Medicine / 黑龙江中医药大学,30300,3150,2853,2853
3633,Belarusian State Medical University / Белорусский государственный медицинский университет,1692,6797,4676,4676
3635,University of Ruse Angel Kanchev / Русенски университет Ангел Кънчев,3221,5161,4748,4748
3635,Centro Universitário UNIVATES,2988,6116,4331,4331
3635,Visveswaraiah Technological University,7782,5636,4011,4011
3638,Universidad del Valle de Guatemala,866,6922,4011,4011
3638,Citadel Military College of South California,4472,1931,4471,4471
3638,Federal University of Technology Owerri,5670,6675,4471,4471
3638,Korea Maritime University / 한국해양대학교,6206,10752,2829,2829
3642,Yuncheng University / 运城学院,4733,3328,3753,3753
3642,Nicholls State University,9243,3371,4158,4158
3644,University of Uyo,23053,9216,3322,3322
3644,University of Anbar,1300,13906,2678,2678
3644,Siirt University,4487,9767,3481,3481
3647,Universitas Atma Jaya Yogyakarta,1601,3569,5280,5280
3647,Zunyi Normal College / 遵义师范学院,8684,3212,3688,3688
3647,Odessa National I I Mechnikov University / Одеський національний університет І І Мечникова,2110,4220,3460,3460
3650,Middle East University Jordan,1094,4482,5013,5013
3650,Université de Tébessa,6456,11769,2842,2842
3652,University of Engineering & Technology Peshawar,18299,11928,2583,2583
3653,Ningbo University of Technology / 宁波工程学院,7098,6339,2515,2515
3654,Lishui University / 丽水学院,8438,4128,3276,3276
3655,Egerton University,3101,10031,3055,3055
3656,National Defense University,7212,1267,4808,4808
3657,Henan University of Economics and Law (Institute of Finance & Economics) / 河南财经政法大学,5616,3479,3688,3688
3658,Indian Institute of Information Technology and Management Gwalior,13054,8903,3363,3363
3659,Shaanxi University of Chinese Medicine / 陕西中医学院,22699,2721,3628,3628
3659,Belarusian State University of Informatics and Radioelectronics / Белорусский государственный университет информатики и радиоэлектроники,2194,6220,4628,4628
3661,Batman University,4020,10019,3517,3517
3661,Taiyuan Normal University / 太原师范学院,8202,3391,3660,3660
3663,Universidad Nacional de Entre Ríos,2399,4856,4284,4284
3663,Odessa State Polytechnic University / Одесский национальный политехнический университет,4333,7803,4331,4331
3663,Altai State Technical University / Алтайский государственный технический университет И И Ползунова,3088,6006,4748,4748
3666,College at Brockport SUNY,2617,1160,6147,6147
3666,(1) Indira Gandhi National Open University,1746,2706,5518,5518
3668,Ritsumeikan Asia Pacific University / 立命館アジア太平洋大学,3208,3411,4565,4565
3668,Centre College,6436,2218,5280,5280
3668,(1) Zhejiang Wanli University / 浙江万里学院,6829,4607,3124,3124
3671,Spiru Haret University,4597,5434,4415,4415
3672,Hochschule Ingolstadt (Fachhochschule Ingolstadt),4494,5286,3975,3975
3672,Universitas Jenderal Soedirman,937,3397,4011,4011
3672,Moscow State University of Food Production / Московский государственный университет пищевых производств,5263,3620,5096,5096
3675,Otago Polytechnic,8338,3139,4871,4871
3675,École des Hautes Études en santé publique EHESP (Alliance Sorbonne Paris Cité),3215,14617,1995,1995
3675,Yalova University,5380,8454,3852,3852
3678,University of Social Welfare and Rehabilitation Sciences Tehran,1086,6466,2779,2779
3678,Hannam University / 한남대학교,3744,5569,2883,2883
3680,Southwest Forestry University / 西南林业大学,9226,5092,2883,2883
3680,Russian State Vocational Pedagogical University / Российский государственный профессионально-педагогический университет в Екатеринбурге,3113,5705,4415,4415
3682,Islamic Azad University Marvdasht,3157,11064,2924,2924
3683,Lunghwa University of Science & Technology,3614,5101,3073,3073
3684,Université Hassiba Benbouali de Chlef,2126,10263,3599,3599
3685,Université de Carthage (7 de Novembre),8970,12152,1239,1239
3685,Universidad Central de Chile,3561,6211,3898,3898
3685,European University Cyprus,1894,13905,2742,2742
3688,Universidad UTE,365,8188,4064,4064
3688,Mangalore University,8167,8623,3414,3414
3688,Universidad ORT Uruguay,842,4698,4415,4415
3691,Ruppin Academic Center,8485,9694,3183,3183
3691,Universitas Udayana,634,3382,4123,4123
3691,Urmia University of Technology,6673,13310,2460,2460
3694,Anqing Normal University/ 安庆师范学院,8161,6262,2569,2569
3694,Chang Jung Christian University / 長榮大學,1289,5062,3244,3244
3694,Salahaddin University Erbil,3282,11426,3224,3224
3697,Tokyo University of Foreign Studies / 東京外国語大学,604,1789,5379,5379
3697,Miyagi University of Education / 宮城教育大学,3208,4230,3481,3481
3699,Universidad de Oriente Santiago de Cuba,4890,4512,4871,4871
3699,Ajman University,2663,6288,4676,4676
3701,Dominican University of California,6728,1785,4565,4565
3701,Universidad Santo Tomás Bogotá,1736,4005,3688,3688
3703,Sri Venkateswara University,11977,11555,1753,1753
3704,Shanghai Polytechnic University / 上海第二工业大学,5343,5064,3055,3055
3704,Hanshan Normal University / 韩山师范学院,9878,2791,3975,3975
3706,Islamic Azad University Shiraz,5193,11265,2883,2883
3707,Kuban State University / Кубанский государственный университет,1569,3938,3753,3753
3708,Sabzevar University of Medical Sciences,2373,10086,3342,3342
3709,Paris School of Economics,6776,3160,3898,3898
3709,Vaal University of Technology,6744,6682,4064,4064
3709,Yunnan University of Traditional Chinese Medicine / 云南中医学院,7212,3750,3599,3599
3712,Universidad Técnica de Ambato,137,3818,4064,4064
3712,Hochschule Bremen,4636,2712,4199,4199
3712,Al Akhawayn University Ifrane,2791,4843,4676,4676
3712,Academy of Physical Education in Wroclaw / Akademia Wychowania Fizycznego we Wrocławiu,5142,5428,4565,4565
3716,Université de Tunis,21973,12164,1069,1069
3716,Open University of Japan (University of the Air) / 放送大学,4849,3893,3628,3628
3718,Luther College Decorah,3034,1005,5201,5201
3718,Amet University,13256,11327,2668,2668
3718,Ivanovo State University of Chemistry and Technology / Ивановский государственный химико-технологический университет,2240,6393,4415,4415
3721,Hebei University of Economics & Business / 河北经贸大学,5164,1933,4565,4565
3721,Kurdistan University of Medical Sciences Sanandaj,2089,8746,2214,2214
3721,Singapore Institute of Management,9844,6664,2481,2481
3724,Universidad Autónoma del Caribe,3113,8946,3363,3363
3724,Bayburt University,5021,10004,3414,3414
3726,Augustana College Rock Island,3614,1073,5902,5902
3726,Iğdır University,4020,9234,3898,3898
3726,Université Setif 1 Ferhat Abbas Setif,1787,9302,2093,2093
3726,West Anhui University / 皖西学院,6415,2733,4158,4158
3730,Yunnan Minzu University / 云南民族大学,13607,1897,4415,4415
3731,National Institute of Technology Karnataka,4494,18900,1600,1600
3732,Tikrit University,1324,11147,3481,3481
3733,College of Management,3567,5700,4331,4331
3733,Central University of Tamil Nadu,7512,9537,3688,3688
3735,Cheng Shiu University / 正修科技大學,1120,5679,3124,3124
3735,North Minzu University / 北方民族大学,10298,4933,3036,3036
3735,Port Said University,4056,13113,2842,2842
3738,Bowie State University,9302,2270,4676,4676
3739,Taishan University / 泰山学院,8598,4687,3183,3183
3739,Europa Universität Flensburg,4446,2690,4565,4565
3739,Kunming University / 昆明大学,9259,3519,3726,3726
3739,"Helsinki Metropolia University of Applied Sciences (Evtek, Stadia)",2309,2202,4565,4565
3743,Slovak Medical University in Bratislava / Slovenská zdravotnícka univerzita v Bratislave,4781,5182,3103,3103
3743,Trinity Western University,4617,2443,5013,5013
3743,Yıldırım Beyazıt University / Ankara Yıldırım Beyazıt Üniversitesi,2952,7365,2557,2557
3746,(1) Tianjin Agricultural University / 天津农学院,16983,3288,3660,3660
3746,Universidad Francisco de Vitoria,4404,4174,3575,3575
3748,University of Suffolk,7005,4747,4123,4123
3749,ORT Braude College,4426,10501,3383,3383
3750,Zaozhuang University / 枣庄学院,10197,3156,3898,3898
3750,Toyama Prefectural University / 富山県立大学,6932,7255,3753,3753
3750,Guangdong University of Education / 广东第二师范学院,9367,3800,3599,3599
3753,(1) De Haagse Hogeschool / The Hague University of Applied Sciences,12886,4373,3244,3244
3753,Tambov State Technical University / Тамбовский государственный технический университет,2615,2557,4415,4415
3755,Central University of Gujarat,7824,9207,3460,3460
3755,(1) PSG College of Technology,12581,6567,2515,2515
3757,Jiaying University / 嘉应学院,7239,2829,4158,4158
3758,Universidad a Distancia de Madrid,4156,4707,4808,4808
3758,Anyang Institute of Technology / 安阳工学院,8115,3314,3898,3898
3760,Université Amar Telidji de Laghouat,3271,12109,3166,3166
3761,Gelişim University / İstanbul Gelişim Üniversitesi,2164,8114,4331,4331
3762,Universidade de Sorocaba,6505,8579,3937,3937
3762,Universidad Tecnológica de Panamá,920,5508,4942,4942
3762,Saudi Electronic University,6801,8322,4011,4011
3762,Universidad Centroccidental Lisandro Alvarado,2755,7152,4471,4471
3766,Strathmore University Nairobi,1129,3820,5013,5013
3766,University of Management and Technology,3920,7129,2619,2619
3768,Charles Drew University of Medicine & Science,8940,4656,3244,3244
3768,Lanzhou City University / 兰州城市学院,7038,3499,3852,3852
3770,(3) Oklahoma State University Oklahoma City,13094,5559,2818,2818
3770,Kainan University / 開南大學,2691,5515,3147,3147
3772,Petra Christian University,1530,3709,4011,4011
3772,Ross University,4435,5346,3124,3124
3772,Università per Stranieri di Perugia,5184,4579,3414,3414
3772,Honghe University / 红河学院,10395,3313,3852,3852
3776,Izmir Katip Celebi University / İzmir Kâtip Çelebi Üniversitesi,5008,12472,2296,2296
3776,Tokyo University of Pharmacy & Life Sciences / 東京薬科大学,9152,6432,2668,2668
3776,Islamic Azad University Lahijan,4520,14664,2385,2385
3779,Southern Russian State Technical University (Novocherkassk Polytechnical Institute) / Южно Российский государственный политехнический университет М И Платова,3648,7679,4374,4374
3779,Qujing Normal University / 曲靖师范学院,8458,4041,3575,3575
3779,University of Trnava / Trnavská univerzita v Trnave,3372,6960,3092,3092
3782,Hubei University of Automotive Technology / 湖北汽车工业学院,5246,3735,3824,3824
3782,Instituto Politécnico de Coimbra,9054,8101,2251,2251
3784,Al Baha University,15091,8735,3547,3547
3784,L N Gumilov Eurasian National University / Л Н Гумилев атындағы Еуразия ұлттық университеті,1105,15101,2724,2724
3784,University of Sulaimani,7552,13032,2907,2907
3787,Beijing Wuzi University (Beijing Materials Institute) / 北京物资学院,7752,2906,4158,4158
3787,Université de Monastir,8530,12135,1376,1376
3789,University of Zululand,6576,10164,3414,3414
3790,Siberian State Medical Academy / Сибирский государственный медицинский университет г Томск,4597,3655,3898,3898
3790,Shu-Te University / 樹德科技大學,3429,3983,3789,3789
3792,Universidade Federal de Integração Luso Afro Brasileira UNILAB,3043,7163,4528,4528
3792,Universitas Malikussaleh,4067,8160,4064,4064
3792,Eastern Connecticut State University,8433,7232,4242,4242
3792,Islamic Azad University Karaj,3813,8737,2251,2251
3796,Hochschule für Technik und Wirtschaft Dresden,3661,3072,4808,4808
3797,Henan University of Engineering / 河南工程学院,8955,4666,3297,3297
3797,Air University Islamabad,14248,9067,3599,3599
3797,(1) Akademia Ekonomiczno-Humanistyczna w Warszawie,9682,4929,4565,4565
3800,International BURCH University Sarajevo,3767,7529,4011,4011
3801,Islamic Azad University Ahvaz,5405,13248,2733,2733
3801,Universidade de Taubaté UNITAU,3691,2624,4415,4415
3801,Chinese People's Armed Police Force Academy / 中国人民武装警察部队学院,12597,4733,3183,3183
3804,Universidad Nacional de la Patagonia San Juan Bosco,2891,3866,3898,3898
3804,Huaihua University / 怀化学院,17887,2974,3898,3898
3804,Hochschule für Technik Wirtschaft und Kultur Leipzig,3180,2799,4374,4374
3804,Høyskolen Kristiania,502,6533,4748,4748
3804,Tribhuvan University,26108,7767,1993,1993
3804,Ulyanovsk State University / Ульяновский государственный университет,2769,4370,3660,3660
3804,Universidad Arturo Prat,5405,7191,4011,4011
3811,Bannari Amman Institute of Technology,10119,11471,3276,3276
3812,Da Yeh University,1391,7035,2829,2829
3812,Universidade Estadual de Mato Grosso do Sul,4017,7202,4415,4415
3812,Mohanlal Sukhadia University,6522,9018,3575,3575
3815,Shih Chien University,2110,4276,3753,3753
3816,National College of Ireland NCI,5008,5785,3481,3481
3816,Hubei University of Science & Technology (Xianning University) / 湖北科技学院,17830,5906,2687,2687
3816,Shih Hsin University / 世新大學,1500,2805,4471,4471
3819,Aja (Army) University of Medical Sciences,3096,10814,3547,3547
3820,Dr Reddy's Laboratories,11042,4363,4942,4942
3820,Instituto Tecnológico de Buenos Aires,4781,5898,3753,3753
3822,Hebei GEO University / 河北地质大学,6550,2688,4331,4331
3822,Universidad de Atacama,4373,7800,3852,3852
3822,National Taichung University of Science & Technology,1912,7254,2765,2765
3825,Changchun University / 长春大学,7479,3644,3852,3852
3826,Erzurum Teknik Üniversitesi,7655,10421,3414,3414
3826,Seoul Women's University / 서울여자대학교,3041,6785,3055,3055
3828,British Columbia Institute of Technology,4262,1102,6147,6147
3828,Colegio de la Frontera Norte,5418,5909,4808,4808
3828,Guizhou Minzu University (College for Ethnic Minorities) / 贵州民族大学,6962,4642,3414,3414
3831,Integral University,9497,12303,3183,3183
3831,Kawasaki University of Medical Welfare Kawasaki Medical School / 川崎医科大学,3113,4898,4942,4942
3833,Istanbul Commerce University / İstanbul Ticaret Üniversitesi,3050,8150,4471,4471
3833,Universidad Nebrija,4740,3636,3975,3975
3835,Guangdong University of Finance / 广东金融学院,6186,3192,4158,4158
3835,Universidad del Quindío,2966,9420,3975,3975
3837,University of Sindh,5529,7756,2515,2515
3837,Beijing Sport University / 北京体育大学,5291,1525,4942,4942
3837,Technical University of Koszalin / Politechnika Koszalińska,4360,12802,3019,3019
3840,Université de Batna,2291,6906,2853,2853
3841,Guru Angad Dev Veterinary & Animal Science University,12259,9977,3383,3383
3841,Chongqing Three Gorges University / 重庆三峡学院,7782,5367,3124,3124
3841,American International University Bangladesh,6522,7773,4064,4064
3844,Artvin Çoruh University,2447,8948,4242,4242
3845,Communauté d'Universités et établissements Lille Nord de France,15605,13260,1129,1129
3845,ESIC Escuela Superior de Gestión Comercial y Marketing,4373,3546,5096,5096
3845,CUNY LaGuardia Community College,7861,2946,4242,4242
3848,Chittagong University of Engineering and Technology,11840,9539,3575,3575
3848,Universidad Nacional de la Pampa,2522,4247,3824,3824
3848,University of Shiga Prefecture / 滋賀県立大学,4252,5653,3166,3166
3851,Universitas Islam Negeri UIN Syarif Hidayatullah Jakarta,264,2896,4628,4628
3851,Presidency University Kolkata,10457,9597,3937,3937
3853,Panjab University,3208,18117,707,707
3853,University of the Virgin Islands,4919,3171,4242,4242
3855,Duke Kunshan University / 昆山杜克大学,8051,5502,3103,3103
3856,Australian Maritime College,16575,5796,2818,2818
3857,National University of Life and Environmental Sciences of Ukraine (National Agricultural University) / Національний Університет біоресурсів і природокористування України,1364,4794,3688,3688
3857,Gautam Buddha University,12421,10385,3383,3383
3859,Hunan First Normal University / 湖南第一师范,7978,3795,3852,3852
3859,Universidad Nacional de Luján,4487,3940,4471,4471
3859,Universidade Estadual do Piauí UESPI,3005,6032,4331,4331
3862,Hiroshima City University / 広島市立大学,5940,4222,3726,3726
3863,GLA University,13962,10624,3547,3547
3863,Andong National University / 안동대학교,5714,5993,3036,3036
3863,Effat University,11361,9752,3517,3517
3866,Walter Sisulu University,15751,8683,3517,3517
3867,Hoseo University / 호서대학교,5066,6857,2818,2818
3867,Changzhou Institute of Technology / 常州工学院,8736,3294,4123,4123
3869,University of Birjand,2674,8471,2515,2515
3869,Universidade Lusíada de Lisboa,3389,6286,4158,4158
3871,Kumaraguru College of Technology,7479,10848,3517,3517
3872,Istanbul Sabahattin Zaim University,6576,7584,4471,4471
3872,Universidade de Santo Amaro UNISA,8605,8777,3599,3599
3874,(3) Universitat Ramon Llull IQS,7674,7396,3789,3789
3874,Obihiro University of Agriculture and Veterinary Medicine / 帯広畜産大学,6776,5298,3276,3276
3874,Al Furat Al Awsat Technical University,5993,7886,4158,4158
3874,Tokyo Dental College / 東京歯科大学,5600,5831,3124,3124
3878,Moscow Pedagogical State University / Московский педагогический государственный университет,2912,4425,3789,3789
3878,(1) National Institute of Pharmaceutical Education and Research,17352,11559,1468,1468
3880,Tver State University / Тверской государственный университет,1926,4250,4565,4565
3880,Gansu University of Chinese Medicine / 甘肃中医学院,6982,3172,4242,4242
3882,King George's Medical University Lucknow,8100,7615,2569,2569
3882,SEGi University,16092,6143,4565,4565
3882,University of Banja Luka / Univerzitet u Banjoj Luci / Универзитет у Бањој Луци,970,5861,3383,3383
3885,Instituto Politécnico de Guarda,4508,6882,4415,4415
3886,INTI International University,10381,6026,4331,4331
3886,Franklin W Olin College of Engineering,7594,2817,4374,4374
3888,Universidad Mayor de San Simón,776,6007,3975,3975
3889,Namibia University of Science and Technology (Polytechnic of Namibia),207,6941,4748,4748
3889,Nanyang Polytechnic,9180,4655,3481,3481
3889,Kerbala University/ University of Karbala,1274,10882,3852,3852
3889,Dongseo University / 동서대학교,2433,6161,3183,3183
3893,Dalian Neusoft Institute of Information / 大连东软信息学院,9443,2295,4565,4565
3894,American University of the Middle East,3761,12221,3599,3599
3894,Symbiosis International University,15751,7586,2428,2428
3896,Sant Longowal Institute of Engineering and Technology,9068,8906,4011,4011
3896,L N M Institute of Information Technology Jaipur,14130,10832,3183,3183
3896,National Defense Medical College / 防衛医科大学校,13005,8984,2152,2152
3899,Toin University of Yokohama / 桐蔭横浜大学,3429,5706,3297,3297
3899,Instituto Nacional de Antropologia e Historia,56,938,6626,6626
3901,Iskenderun Technical University / İskenderun Teknik Üniversitesi,5322,12236,3517,3517
3901,Asfendiyarov Kazakh National Medical University / С.Ж. Асфендияров атындағы Қазақ ұлттық медицина университеті,1073,6908,4242,4242
3901,Savannah State University,7594,4002,3852,3852
3901,Universidad Popular Autónoma del Estado de Puebla,2452,5094,5013,5013
3905,Moscow State Regional University / Моско́вский госуда́рственный областно́й университе́т,3896,5526,4628,4628
3906,Islamic Azad University Yazd,3822,11008,3166,3166
