rankingNum,universidadName,presenciaPosicion,impactoPosicion,aperturaPosicion,excelenciaPosicion
9692,Faculdade de Ciencias Medicas e da Saúde de Juiz de Fora SUPREMA,11572,19171,4748,4748
9692,Centro Universitário UNA,6158,8059,6626,6626
9705,SRM University Delhi,14970,11598,6626,6626
9705,Universidad Piloto de Colombia,3159,8468,6626,6626
9705,Minbei Vocational & Technical College / 闽北职业技术学院,12243,7481,6626,6626
9705,Pädagogische Hochschule Wien,4819,8224,6626,6626
9705,Fuzhou Software Technology Vocational College / 福州软件职业技术学院,15112,7258,6626,6626
9705,Institut Supérieur du Commerce École de Commerce,12726,7452,6626,6626
9705,Jilin Province Economic Management Cadre College / 吉林省经济管理干部学院,14428,7313,6626,6626
9705,Alzaiem Alazhari University,10525,17744,5013,5013
9705,"Chongqing College of Humanities, Science & Technology / 重庆人文科技学院",9308,7735,6626,6626
9714,Chengdu College of Arts & Sciences / 成都文理学院,12533,7475,6626,6626
9714,Lampang Rajabhat University,2686,8554,6626,6626
9714,Mid Plains Community College,10447,7646,6626,6626
9714,(3) Shanghai Normal University Tianhua College / 上海师范大学天华学院,18963,6965,6626,6626
9714,Tianhe College of Guangdong Polytechnic Normal University / 广东技术师范学院天河学院,17249,7090,6626,6626
9714,Hochschule für Musik Dresden Carl Maria Von Weber,11510,7549,6626,6626
9714,Instituto Tecnológico de Hermosillo,8567,12442,5902,5902
9714,KDI School of Public Policy and Management / KDI 국제정책대학원,7752,7911,6626,6626
9722,Saint Petersburg State University of Cinema and Television / Санкт Петербургский государственный университет кино и телевидения,5849,8132,6626,6626
9722,Hefei College of Finance & Economics / 合肥财经职业学院,17279,7093,6626,6626
9722,Jiangxi Institute of Fashion Technology / 江西服装学院,10635,7644,6626,6626
9722,University of Mandalay,2130,17047,5681,5681
9722,Allen Career Institute Kota,5380,8183,6626,6626
9722,University of Economics and Management / Vysoká Škola Ekonomie a Managementu,6255,10955,6147,6147
9722,Surry Community College,12581,7479,6626,6626
9722,(3) Universidad Francisco de Paula Santander Ocaña,4814,12607,6626,6626
9730,Shangluo Vocational and Technical College / 商洛职业技术学院,13986,7391,6626,6626
9730,Texas College,12533,7492,6626,6626
9730,Road Housing & Urban Development Research Center,4463,8297,6626,6626
9730,Blackpool and The Fylde College,7861,7927,6626,6626
9730,Guangxi Polytechnic of Modern / 广西现代职业技术学院,16609,7164,6626,6626
9730,Hebei Women's Vocational College / 河北女子职业技术学院,17208,7114,6626,6626
9730,Hochschule Neu Ulm,2823,8556,6626,6626
9730,Northern Oklahoma College,7928,7928,6626,6626
9730,Nanchang Institute of Technology / 南昌理工学院,9469,7754,6626,6626
9730,Qiandongnan National Polytechnic / 黔东南民族职业技术学院,10304,7684,6626,6626
9730,Ravenshaw University,11964,11164,6626,6626
9730,Russian Christian Humanities Academy / Русская христианская гуманитарная академия,4849,8246,6626,6626
9730,Royal Academy of Visual Arts / Rijksakademie van Beeldende Kunsten,12873,7470,6626,6626
9743,Mulungushi University,2920,15747,5902,5902
9743,(3) Science and Technology College of Hubei University for Nationalities / 湖北民族学院科技学院,18657,7010,6626,6626
9743,Hochschule für Fernsehen und Film München,8679,7861,6626,6626
9743,Hunan Electric Vocational and Technical College / 湖南电气职业技术学院,8801,7844,6626,6626
9743,Kongu Engineering College,23232,13751,6626,6626
9743,Kyiv School of Economics / Київська школа економіки,11096,7634,6626,6626
9743,Universidad Católica de la Plata,7323,10862,6147,6147
9743,University of Maroua,12801,7488,6626,6626
9751,Universitas Khairun,7323,8016,6626,6626
9751,Guizhou Communication Vocational College / 贵州交通职业技术学院,11735,7579,6626,6626
9751,Isothermal Community College,12493,7519,6626,6626
9751,Sekolah Tinggi Ilmu Komunikasi LSPR Jakarta,6625,9998,6626,6626
9751,(1) Qindao Technological University Qindao College / 青岛理工大学琴岛学院,20102,6928,6626,6626
9751,Beant College of Engineering & Technology Gurdaspur,14230,7400,6626,6626
9751,Central University of Jammu,15163,11663,6626,6626
9751,Film and TV School of Academy of Performing Arts in Prague,10395,7693,6626,6626
9759,University of Eldoret,7292,12468,6626,6626
9759,Universidad Tecnológica de Santiago,1105,11963,6147,6147
9759,Yunnan Vocational Institute of Energy Technology / 云南能源职业技术学院,20438,6919,6626,6626
9759,Qingdao Feiyang Vocational and Technical College / 青岛飞洋职业技术学院,6415,8128,6626,6626
9759,Lane College,18299,7060,6626,6626
9764,Gyeongin National University of Education / 경인교육대학교,4346,13030,5902,5902
9764,Università Telematica Pegaso,11273,7652,6626,6626
9764,Xi'an Jiaotong Engineering College / 西安交通工程学院,14130,7430,6626,6626
9764,Livingstone College,17087,7173,6626,6626
9764,Lithuanian Academy of Music and Theatre / Lietuvos muzikos ir teatro akademija,5418,8225,6626,6626
9764,Michener Institute for Applied Health Sciences,12407,7548,6626,6626
9764,Naval School Nikola Vaptsarov Varna / Висше военноморско училище Никола Йонков Вапцаров,5193,10326,6626,6626
9764,Qingdao Qiushi College / 青岛求实职业技术学院,16422,7236,6626,6626
9764,Philosophisch Theologische Hochschule Sankt Georgen,10628,7701,6626,6626
9764,Beijing Opera Art's College / 北京戏曲艺术职业学院,19009,7024,6626,6626
9764,Escola Universitària d’Hoteleria i Turisme,6701,8106,6626,6626
9764,Sciences Po Toulouse Institut d'Études Politiques de Toulouse (Université Fédérale Toulouse Midi-Pyrénées),8269,7946,6626,6626
9764,Sekolah Tinggi Meteorologi Klimatologi dan Geofisika STMKG Jakarta,8184,7951,6626,6626
9764,Shaanxi Electronic Information Institute / 陕西电子信息职业技术学院,17018,7184,6626,6626
9778,Shijiazhuang Medical College / 石家庄医学高等专科学校,11181,7674,6626,6626
9778,Sekolah Tinggi Ilmu Kesehatan STIKES Indonesia Maju,14197,9066,6626,6626
9778,State University of Bangladesh,18064,14790,5379,5379
9778,College of Menominee Nation,16641,7233,6626,6626
9778,National Taitung Junior College / 國立臺東專科學校,4384,8372,6626,6626
9778,Huanggang Normal University / 黄冈师范学院,6877,8103,6626,6626
9778,University of Saint Joseph (Macau Inter-University Institute),1495,9484,6626,6626
9778,Xi'an Vocational & Technical College / 西安职业技术学院,16843,7203,6626,6626
9778,Cottey College,11069,7676,6626,6626
9778,Changzhou Vocational Institute of Mechatronic Technology / 常州机电职业技术学院,16801,7215,6626,6626
9778,Edmonds Community College,5849,8191,6626,6626
9789,Gnessin State Musical College Moscow / Российская Академия музыки Гнесиных,7782,8013,6626,6626
9789,Hakkari University / Hakkari Üniversitesi,11896,12396,6626,6626
9789,Institut Agama Islam Negeri IAIN Manado,10192,11686,6626,6626
9789,Accademia Carrara di Bergamo,12521,7572,6626,6626
9789,Lijiang Teachers College / 丽江师范高等专科学校,14770,7412,6626,6626
9789,Guangdong Lingnan Institute of Technology / 广东岭南职业技术学院,9096,7892,6626,6626
9789,New Brunswick Community College,17607,7158,6626,6626
9789,National Institute of Engineering Mysore,10274,13179,6626,6626
9789,NIT Puducherry,15477,11689,6626,6626
9789,James A Rhodes State College,14011,7453,6626,6626
9799,Lenoir Community College,10909,7720,6626,6626
9799,Kenya Methodist University,2636,8689,6626,6626
9799,Centro Universitario de Tecnología y Arte Digital,11586,7663,6626,6626
9799,Universidad Nacional Agraria,2650,8682,6626,6626
9803,South Georgia Technical College,10274,7794,6626,6626
9803,Universitas Bandar Lampung,5405,13398,6626,6626
9803,Guizhou Light Industry Technical College / 贵州轻工职业技术学院,14410,7447,6626,6626
9803,Changchun Sci-Tech University / 长春科技学院,17569,7182,6626,6626
9803,John Wood Community College,9829,7838,6626,6626
9803,Mitchell Technical Institute,12243,7620,6626,6626
9803,Mody University (Mody Institute of Technology and Science),9259,13230,6626,6626
9803,Universitas President / President University,5993,8210,6626,6626
9803,Anhui International Economy College / 安徽涉外经济职业学院,16910,7257,6626,6626
9803,Atlanta Technical College,15892,7335,6626,6626
9803,Blue Ridge Community College Virginia,16390,7294,6626,6626
9803,Kolding Design School / Designskolen Kolding,9536,7875,6626,6626
9803,Universidad Católica Santo Toribio de Mogrovejo,2205,10241,6626,6626
9816,Wuxi Institute of Arts & Technology / 无锡工艺职业技术学院,17393,7224,6626,6626
9816,Ohio Valley University,8993,7931,6626,6626
9816,Zhangzhou College of Science & Technology / 漳州科技学院,16059,7339,6626,6626
9816,Tianjin Arts and Crafts Professional College / 天津工艺美术职业学院,17684,7190,6626,6626
9816,Hochschule für Gestaltung Schwäbisch Gmund,14011,7490,6626,6626
9816,Hidayatullah National Law University Raipur,6576,8177,6626,6626
9816,Chongqing Medical and Pharmaceutical College / 重庆医药高等专科学校,15773,7360,6626,6626
9816,D’Youville College,7443,8086,6626,6626
9824,Arizona Christian University (Southwestern College Arizona),12365,7627,6626,6626
9824,Chengdu Polytechnic / 成都职业技术学院,8631,7982,6626,6626
9824,Universität Speyer,8553,7988,6626,6626
9824,Lincoln Christian University,9091,7940,6626,6626
9824,Al Mustafa International University,1682,8951,6626,6626
9824,National Academy of Internal Affairs / Національна академія внутрішніх справ,442,9483,6626,6626
9824,Nanning University / 南宁学院,14565,7468,6626,6626
9824,Pu'er University / 普洱学院,11319,7717,6626,6626
9824,Fukuoka Jo Gakuin University / 福岡女学院大学,3034,8636,6626,6626
9824,Hebei Construction Material Vocational and Technical College / 河北建材职业技术学院,12082,7653,6626,6626
9824,Henan College of Transportation / 河南交通职业技术学院,11702,7682,6626,6626
9824,Institut National du Patrimoine INP (HESAM Université),8718,7977,6626,6626
9824,Kazakh State Women Pedagogical University / Қазақ Мемлекеттік Қыздар Педагогикалық Университеті,6650,13231,6626,6626
9837,Guangdong Engineering Polytechnic / 广东工程职业技术学院,16390,7333,6626,6626
9837,Yan'an Vocational & Technical College / 延安职业技术学院,14565,7477,6626,6626
9837,Fundación Universitaria Ceipa,11096,10748,6626,6626
9837,Northern New Mexico Community College,12854,7606,6626,6626
9837,Northeast Texas Community College,7782,8074,6626,6626
9842,Sekolah Tinggi Agama Islam Dr KH EZ Muttaqien,24263,6691,6626,6626
9842,(3) Art College Inner Mongolia University / 内蒙古大学艺术学院,11986,7687,6626,6626
9842,City Vocational College of Jiangsu / 江苏城市职业学院,18841,7137,6626,6626
9845,Fondazione Milano Scuole Civiche di Milano,6338,8231,6626,6626
9845,Fuzhou Anglo-Chinese College / 福州英华职业学院,15605,7431,6626,6626
9845,KEA (BEC Design),10692,7830,6626,6626
9845,Sichuan Film and Television University / 四川电影电视学院,11527,7741,6626,6626
9845,Songshan Shaolin Wushu College / 嵩山少林武术职业学院,9420,7947,6626,6626
9845,Université Sainte Anne,11882,7707,6626,6626
9845,Wuxi Vocational Institute of Commerce / 无锡商业职业技术学院,9465,7941,6626,6626
9845,Zhangzhou City College / 漳州城市职业学院,17018,7307,6626,6626
9845,Moberly Area Community College,11882,7705,6626,6626
9845,Moulana Azad National Urdu University,8184,8061,6626,6626
9845,Madras Christian College,13428,11387,6626,6626
9845,Nanchang Normal University / 南昌师范学院,8440,8037,6626,6626
9845,Baltic International Academy / Baltijas Starptautiskā akadēmija / Балтийская Международная Академия,10395,7855,6626,6626
9845,Cleveland State Community College,11791,7718,6626,6626
9859,Aarhus School of Architecture / Arkitektskolen Aarhus,12521,7666,6626,6626
9859,Anqing Medical College / 安庆医药高等专科学校,10807,7833,6626,6626
9859,Cyprus International Institute of Management,13986,7551,6626,6626
9859,Ural State Law Academy / Уральский государственный юридический университет,6016,8276,6626,6626
9859,University System of New Hampshire,10858,7814,6626,6626
9859,Vilnius University of Applied Sciences / Vilniaus kolegija,1842,8950,6626,6626
9859,Shanghai Zhongqiao College / 上海中侨职业技术学院,15292,7451,6626,6626
9859,Myerscough College,13272,7603,6626,6626
9867,Nashua Community College,14607,7508,6626,6626
9867,Universidade Tuiuti do Paraná UTP,4183,8515,6626,6626
9867,Welch College (Free Will Baptist Bible College),17279,7314,6626,6626
9867,Russian University of Theatre Arts / Росси́йский университет театра́льного иску́сства,8303,8075,6626,6626
9867,Hunan Water Resources and Hydropower Vocational and Technical College / 湖南水利水电职业技术学院,13986,7564,6626,6626
9867,Jianghai Polytechnic College / 江海职业技术学院,19863,7101,6626,6626
9867,Chukwuemeka Odumegwu Ojukwu University (Anambra State University of Science & Technology Uli),16390,13671,6626,6626
9867,Chongqing Industry & Trade Polytechnic / 重庆工贸职业技术学院,15021,7485,6626,6626
9867,Southern University Shreveport,14726,7505,6626,6626
9867,Universitas Muhammadiyah Sukabumi,5870,13057,6626,6626
9877,San Diego Christian College,16671,7379,6626,6626
9877,Sanyo Gakuen University / 山陽学園大学,5670,11248,6147,6147
9877,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Royal Sumatera Utara,9622,7970,6626,6626
9877,Shazhou Professional Institute of Technology / 沙洲职业工学院,16983,7345,6626,6626
9877,Munson Williams Proctor Arts Institute,11882,7737,6626,6626
9877,University of Pula / Sveučilište Jurja Dobrile u Puli,2818,8758,6626,6626
9877,Wuhan Business University / 武汉商学院,8988,8019,6626,6626
9877,Wenzhou Vocational College of Science & Technology / 温州科技职业学院,27038,6392,6626,6626
9877,Confederation College,8232,8093,6626,6626
9877,Royal Danish Academy of Music / Det Kongelige Danske Musikkonservatorium,4814,8442,6626,6626
9887,Dyersburg State Community College,9833,7956,6626,6626
9887,(3) Institute of Technology East China Jiao tong University / 华东交通大学理工学院,16422,7413,6626,6626
9887,Faculdades Metropolitanas Unidas FMU,6505,19348,5681,5681
9887,National Institute of Technology Sikkim,16198,12100,6626,6626
9887,Kharkiv State Technical University of Construction and Architecture / Харківський національний університет будівництва та архітектури,16198,14071,6626,6626
9887,Southeast Technical Winona Minnesota State College,13679,7619,6626,6626
9887,Surindra Rajabhat University,6032,11211,6147,6147
9887,University of Hafr Al Batin,16575,13186,6626,6626
9887,Haute École Léonard de Vinci,5616,8357,6626,6626
9896,Hebei Energy College of Vocation & Technology / 河北能源职业技术学院,18064,7289,6626,6626
9896,(4) ACS Distance Education,15190,7507,6626,6626
9896,Martin Methodist College,11822,7787,6626,6626
9899,Lanzhou College of Foreign Studies / 兰州外语职业学院,11427,7840,6626,6626
9899,Phillips Community College University of Arkansas,15817,7474,6626,6626
9899,Universidade Gama Filho,12995,12316,5902,5902
9899,École Espagnole Negociations Internationales Barcelona,7655,8181,6626,6626
9899,Robert Schumann Hochschule Düsseldorf,9931,7983,6626,6626
9899,Anton Bruckner Privatuniversität,9722,8000,6626,6626
9899,Yunnan Vocational College of Culture and Art / 云南文化艺术职业学院,15163,7518,6626,6626
9899,Frontier Nursing University (School of Midwifery and Family Nursing),11964,7777,6626,6626
9899,Guangzhou Zhujiang College of Vocational Technology / 广州珠江职业技术学院,21256,7056,6626,6626
9899,Hang Seng University of Hong Kong,5912,8354,6626,6626
9899,IILM Institute for Higher Education,11922,7782,6626,6626
9899,Jilin Animation Institute / 吉林动画学院,6982,8232,6626,6626
9899,Shandong Drug and Food Vocational College / 山东药品食品职业学院,18759,7246,6626,6626
9912,Yunnan Xinxing Occupations Institute / 云南新兴职业学院,13734,7647,6626,6626
9912,Zhengzhou Professional Technical Institute of Electronics & Information / 郑州电子信息职业技术学院,14324,7599,6626,6626
9912,Zhengzhou Electric Power Vocational and Technical College / 郑州电力职业技术学院,15477,7514,6626,6626
9912,Nile University of Nigeria (Nigerian Turkish Nile University Abuja),12119,13140,6626,6626
9912,Ambrose University (Alliance & Nazarene),10457,7942,6626,6626
9912,Fuyang Institute of Technology / 阜阳职业技术学院,10101,7981,6626,6626
9912,Hoa Sen University / Đại học Hoa Sen HSU,4235,8573,6626,6626
9919,Janardan Rai Nagar Rajasthan Vidyapeeth University,17018,7420,6626,6626
9919,TIO University of Aplied Sciences Tourism Professional Education,13428,7683,6626,6626
9919,Trocaire College,10926,7907,6626,6626
9919,Asia-Pacific Institute of Management Delhi,21179,7086,6626,6626
9919,Baku Engineering University (Qafqaz University),7069,14176,5681,5681
9919,Collège Ahuntsic,10982,7900,6626,6626
9925,Changchun Normal University / 长春师范学院,8190,8171,6626,6626
9925,Dnipro State University of Internal Affairs / Дніпропетровський державний університет внутрішніх справ,4975,15093,6626,6626
9925,Gansu Industry Polytechnic College / 甘肃工业职业技术学院,7824,8201,6626,6626
9925,Heilongjiang Forestry Vocation- Technical College / 黑龙江林业职业技术学院,24116,6816,6626,6626
9925,Kabarak University,2296,11038,6626,6626
9925,Kanazawa College of Art / 金沢美術工芸大学,12671,7748,6626,6626
9925,Lanzhou Institute of Technology / 兰州工业学院,12354,7784,6626,6626
9925,Vardhaman Mahaveer Open University,6338,8336,6626,6626
9925,Tischner European University in Cracow / Wyższa Szkoła Europejska,13428,7685,6626,6626
9925,Xi'an Railway Vocational & Technical Institute / 西安铁路职业技术学院,16262,7473,6626,6626
9925,Truett McConnell University,14115,7643,6626,6626
9936,Shitennoji International Buddhist University / 四天王寺大学,6776,8308,6626,6626
9936,Naugatuck Valley Community College,10473,7986,6626,6626
9936,Hochschule Ansbach,12243,7809,6626,6626
9936,Vietnam Academy of Social Sciences / Viện Khoa học Xã hội Việt Nam,3870,8658,6626,6626
9940,Maulana Azad National Urdu University MANUU,2841,12351,6626,6626
9940,Melbourne Polytechnic,13043,7745,6626,6626
9940,Mahatma Gandhi Central University Motihari,13556,12643,6626,6626
9940,Mkwawa University College of Education,14953,15303,5379,5379
9940,Akwa Ibom State University of Technology,21669,12515,6626,6626
9940,Anoka Technical College,14177,7665,6626,6626
9940,Bukhara State University / Бухарский государственный университет,1824,15546,6626,6626
9940,Shanghai Police College / 上海公安高等专科学校,20725,7156,6626,6626
9940,Sikkim Manipal University Distance Education,11232,7919,6626,6626
9949,Sorbonne Universités (comUE Sorbonne Universités),11851,7883,6626,6626
9949,Escuela Colombiana de Carreras Industriales,5483,20790,5681,5681
9949,University of Seychelles,11361,14823,5518,5518
9949,Grace Christian University,15163,7587,6626,6626
9953,Gansu Electromechanical Vocational and Technical College / 甘肃机电职业技术学院,15943,7535,6626,6626
9953,Haute École Libre Mosane Isell,4244,8635,6626,6626
9953,(3) College of Arts & Science Jianghan University / 江汉大学文理学院,18577,7359,6626,6626
9953,Sanya City Vocational College / 三亚城市职业学院,11909,7887,6626,6626
9953,Malta College of Arts Science & Technology,7292,8294,6626,6626
9953,Nuh Naci Yazgan University,7159,12158,6626,6626
9953,Oregon College of Art & Craft,23367,6946,6626,6626
9960,Rajarambapu Institute of Technology,10266,14235,6626,6626
9960,Conservatoire National Supérieur de Musique et de Danse de Lyon CNSMD Lyon,5633,8478,6626,6626
9960,Diplomatische Akademie Wien,13208,7784,6626,6626
9960,Escola Universitària Salesiana de Sarria,13103,16859,5201,5201
9960,Lakeshore Technical College,13005,7793,6626,6626
9960,École de Commerce ISEG,15244,7608,6626,6626
9960,Joseph Ayo Babalola University,22295,12914,5681,5681
9960,Voronezh State Agrarian University / Воронежский государственный аграрный университет К Д Глинки,6436,8397,6626,6626
9960,Western Nebraska Community College,14011,7705,6626,6626
9960,Wuchang Institute of Technology / 武昌工学院,12290,7873,6626,6626
9970,Universidad Norbert Wiener,3678,11664,6147,6147
9970,Webb Institute,16390,7523,6626,6626
9970,Xiamen Academy for Performing Arts / 厦门演艺职业学院,15721,7591,6626,6626
9970,Yanbian University of Science & Technology / 延边大学科学技术学院,25415,6742,6626,6626
9970,Coastal Bend College,10917,8005,6626,6626
9970,Elmira College,4494,8630,6626,6626
9970,École de Management de Normandie / EM Normandie,10899,8010,6626,6626
9970,Shandong Garment Vocational College / 山东服装职业学院,14307,7698,6626,6626
9970,Mid America Christian University,20892,7206,6626,6626
9970,Russian Legal Academy of the Ministry of Justice / Российская правовая академия Министерства юстиции Российской Федерации,3543,8789,6626,6626
9970,Sri Sai Ram Engineering College,9698,14168,6626,6626
9981,Manhattan Christian College,14998,7660,6626,6626
9981,Meishan Vocational & Technical College / 眉山职业技术学院,10400,8051,6626,6626
9981,Tongchuan Vocational and Technical College / 铜川职业技术学院,13428,7792,6626,6626
9981,University of Shimane / 島根県立大学,5322,8528,6626,6626
9981,Yunnan Physical Science and Sports Professional College / 云南体育运动职业技术学院,14970,7658,6626,6626
9981,American Academy of Dramatic Arts,23681,6957,6626,6626
9981,Andijan State Medical Institute / Andijon Davlat Tibbiyot Instituti,3319,15603,6626,6626
9981,École Nationale Supérieure des Sciences de l'Information et des Bibliothéques,2053,9087,6626,6626
9981,Liaoning Advertising Vocational College / 辽宁广告职业学院,19486,7321,6626,6626
9981,Haywood Community College,9968,8104,6626,6626
9991,Guangzhou Modern Information Engineering College / 广州现代信息工程职业技术学院,22397,7091,6626,6626
9991,HFH Hamburger Fernhochschule,19753,7325,6626,6626
9991,Kinneret College on the Sea of Galilee,4541,8647,6626,6626
9991,Wufeng University / 吳鳳科技大學,5529,8516,6626,6626
9991,Yantai Vocational College (Education Institute & Television University) / 烟台职业学院,22090,7118,6626,6626
9991,Overseas Chinese University of Science and Technology / 僑光科技大學歡,3980,8748,6626,6626
9991,Pathumwan Institute of Technology,5573,11435,6147,6147
9991,Taraz Innovative-Humanities University / Тараз инновациялық-гуманитарлық университеті,11714,7950,6626,6626
9991,Changji University / 昌吉学院,25400,6779,6626,6626
9991,College America,20743,7244,6626,6626
9991,Collège Lasalle,16364,7565,6626,6626
9991,École normale Supérieure de Rennes / ENS Rennes,6233,8439,6626,6626
10003,Collège Montmorency,9711,8137,6626,6626
10003,College of Saint Joseph in Vermont,14428,7723,6626,6626
10003,Kunshan Dengyun College of Science and Technology / 昆山登云科技职业学院,14230,7742,6626,6626
10003,Shanghai Lida Polytechnic Institute / 上海立达职业技术学院,17684,7476,6626,6626
10003,Melbourne Institute of Technology,14230,7747,6626,6626
10003,Nagano University / 長野大学,11142,8025,6626,6626
10003,Piedmont Community College,11003,8032,6626,6626
10003,Presidio Graduate School,14023,7753,6626,6626
10003,Galgotias College of Engineering and Technology,17607,13541,6626,6626
10003,Hue College of Economics / Trường Đại học Kinh tế Huế,4097,8733,6626,6626
10003,International Business School Budapest (Budapest College of Management),13357,7821,6626,6626
10003,Istanbul Üniversitesi-Cerrahpaşa,2038,9112,6626,6626
10003,Tsuru University / 都留文科大学,6701,8412,6626,6626
10003,Sanya Polytechnic Vocational College / 三亚理工职业学院,12243,7922,6626,6626
10017,Saint Petersburg State University of Culture and Arts / Санкт Петербургский государственный университет культуры и искусств,6550,8433,6626,6626
10017,Trinidad State Junior College,14448,7731,6626,6626
10017,(3) Sasin Graduate Institute of Business Administration Chulalongkorn University,12854,7888,6626,6626
10017,Acharya Bangalore Business School,19711,7347,6626,6626
10017,Islamic Azad University Bojnourd,7861,12961,5902,5902
10017,Chongqing College of Finance and Economics / 重庆财经职业学院,12726,7897,6626,6626
10017,Tibet Vocational Technical College / 西藏职业技术学院,19407,7375,6626,6626
10017,Fundación La Salle Ciencias Naturales,16843,16590,5201,5201
10017,Islamic Azad University Shoushtar,6728,14367,5681,5681
10017,ICFAI University Tripura,14463,11995,6626,6626
10017,JMC Academy,12290,7934,6626,6626
10028,Business and Information Technology School BiTS Germany,10008,8143,6626,6626
10028,Shanghai Institute of Tourism /上海旅游高等专科学校,21863,7170,6626,6626
10028,Shanxi Engineering Vocational College / 山西工程职业技术学院,27757,6519,6626,6626
10028,Luoding Polytechnic / 罗定职业技术学院,16910,7557,6626,6626
10028,Gorky Literature Institute / Литературный институт А М Горького,7183,8389,6626,6626
10028,Lu'an Vocation Technology College / 六安职业技术学院,10899,8067,6626,6626
10028,Rennes School of Business / École Supérieure de Commerce Rennes,14919,7713,6626,6626
10035,Mountains of the Moon University,26243,15717,5201,5201
10035,Northeast Mississippi Community College,11216,8047,6626,6626
10035,Oyama National College of Technology / 小山工業高等専門学校,9132,12842,5902,5902
10035,Ponce Paramedical College POPAC,22967,7080,6626,6626
10035,Southeastern Illinois College,8078,8304,6626,6626
10035,Srishti School of Art Design and Technology,20784,7303,6626,6626
10035,Universidad Interamericana para el Desarrollo México,4993,8637,6626,6626
10035,Anhui Vocactional & Technical College of Industry & Trade / 安徽工贸职业技术学院,20376,7330,6626,6626
10035,Brewton Parker College,22482,7136,6626,6626
10035,Bowen College of Management Guilin University of Technology / 桂林理工大学博文管理学院,13337,7876,6626,6626
10035,Central Carolina Technical College,12092,7971,6626,6626
10035,Cégep Édouard Montpetit,6338,8484,6626,6626
10035,Ferris University / フェリス女学院大学,6294,8488,6626,6626
10035,Yorkville University,9783,8167,6626,6626
10049,Uttara University,12854,13797,5681,5681
10049,Fernstudium Informatik Mechatronik und Elektrotechnik / Wilhelm Büchner Hochschule Darmstadt,20657,7323,6626,6626
10049,Guangdong Polytechnic of Environmental Protection Engineering / 广东环境保护工程职业学院,8559,8266,6626,6626
10049,IPOG Instituto de Pós Graduação Pólo Natal,10692,8117,6626,6626
10049,Instituto Universitario Aeronáutico,7512,8377,6626,6626
10049,Beijing Contemporary Music Academy / 北京现代音乐研修学院,4703,8711,6626,6626
10055,Anhui Post and Telecommunication College / 安徽邮电职业技术学院,16801,7598,6626,6626
10055,Maharaja Agrasen College Delhi University,21388,7268,6626,6626
10055,Universidad Santa María Venezuela,21395,14940,5379,5379
10055,Youngsan University / 영산대학교,2224,9134,6626,6626
10055,Sri Padmavati Mahila Visvavidyalayam Tirupati,16390,10833,6626,6626
10055,Universidad Autónoma de Asunción,3498,8892,6626,6626
10055,Niigata University of Management / 新潟経営大学,9004,11158,6147,6147
10055,Dr Panjabrao Deshmukh Krishi Vidyapeeth Akola,11572,11285,6626,6626
10055,Poornima University,11442,12758,6626,6626
10055,Kerman Graduate University of Technology,9940,15081,6626,6626
10065,Yayasan Harapan Medan,15065,10647,6626,6626
10065,Hefei Vocational and Technical College / 合肥职业技术学院,11616,8054,6626,6626
10065,Jarvis Christian College,15794,7689,6626,6626
10065,Kaskaskia College,13019,7938,6626,6626
10065,Kobe College / 神戸女学院大学,9682,8208,6626,6626
10065,Kunstakademie Düsseldorf,21626,7262,6626,6626
10065,Seward County Community College,12365,7997,6626,6626
10065,East Ukrainian National University / Східноукраїнський національний університет В Даля,5483,8607,6626,6626
10065,Universitas Multimedia Nusantara,2622,9058,6626,6626
10065,African Leadership University,17830,7522,6626,6626
10065,Endeavour College of Natural Health,16519,7637,6626,6626
10065,Quanzhou College of Technology / 泉州轻工学院,14100,7846,6626,6626
10077,Liaoning Police College / 辽宁警察学院,21347,7302,6626,6626
10077,MIB School of Management,17887,7543,6626,6626
10077,Mongolian Universityy of Life Sciences (Mongolian State University of Agriculture),11791,13919,5681,5681
10077,New England Culinary Institute,21785,7264,6626,6626
10077,Poltekkes Jakarta I,11003,11578,6626,6626
10077,Sakushin Gakuin University / 作新学院大学,11769,10912,6147,6147
10077,Sanjiang University / 三江学院,8499,8311,6626,6626
10077,Universitas Cenderawasih,8725,12370,6626,6626
10077,Indian Council of Forestry Research and Education,26218,6773,6626,6626
10077,Instituto Tecnológico de Mérida,14262,15589,5379,5379
10077,Kodolányi János University College Székesfehérvár / Kodolányi János Főiskola KJF,7005,8461,6626,6626
10077,Xinyang Vocational & Technical College / 信阳职业技术学院,9638,8212,6626,6626
10077,Davis & Elkins College,6982,8465,6626,6626
10090,Hefei Preschool Education College / 合肥幼儿师范高等专科学校,10560,8165,6626,6626
10090,K S Rangasamy College of Technology,6142,14826,6626,6626
10090,Liaoning Geology Engineering Vocational College / 辽宁地质工程职业学院,14177,7871,6626,6626
10090,National Penghu University of Science & Technology,4724,8751,6626,6626
10090,Omsk State Medical Academy / Омская государственная медицинская академия,4020,8848,6626,6626
10090,Qingdao Institute of Technology / 青岛工学院,16910,7623,6626,6626
10090,Saint Johns River State College,11986,8040,6626,6626
10097,Technological Educational Institution of the Ionian Islands,5670,8618,6626,6626
10097,Ningxia Television University / 宁夏广播电视大学,9072,8288,6626,6626
10097,Rattana Bundit University,10813,8161,6626,6626
10097,Anglo-American University / Anglo-Americká Vysoká Škola,10798,8155,6626,6626
